Occupation,Age,Dependents,Income,Additional_Income,Credit_Score,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous,Desired_Savings
Freelancer,66,5,84695.86,5549.32,573.0,14948.82,6488.85,4838.44,6383.59,4160.77,3566.04,2378.5,3963.39,3795.07,3871.5,1718.03,13638.34
Salaried Employee,35,1,64731.0,1939.06,636.0,14045.57,6979.32,4611.16,4943.1,4767.86,2258.67,2272.51,2270.36,3112.72,830.17,1955.61,14595.23
Freelancer,56,3,115092.28,4022.62,689.0,25000.0,11114.27,6114.29,9767.98,6603.51,4503.41,3707.89,5589.71,5506.86,2844.59,2491.49,17030.97
Retired,39,1,18681.2,386.03,649.0,2000.0,1632.58,2121.14,2294.54,2126.96,708.29,691.44,1500.0,1000.0,1604.8,500.0,5000.0
Unemployed,25,1,10377.52,414.81,675.0,2000.0,0.0,1000.0,2000.0,1000.0,689.89,778.04,1500.0,2006.21,0.0,500.0,5000.0
Freelancer,38,2,97582.42,6782.59,795.0,19266.71,12145.34,4464.49,8185.11,5033.64,4657.76,2746.61,4118.76,3431.83,1802.95,1831.39,22343.93
Unemployed,24,0,28251.13,1703.9,623.0,5681.62,4140.18,1000.0,2133.78,1328.56,1689.21,936.87,1604.64,1317.42,505.72,954.91,5277.02
Unemployed,22,0,26201.31,1822.78,672.0,5677.58,4066.37,1624.51,2000.0,1495.96,500.0,500.0,1500.0,1244.27,920.44,500.0,5235.71
Salaried Employee,20,0,59782.99,3613.45,609.0,11063.96,5520.13,2630.19,4931.22,3276.2,2503.32,1568.66,3140.63,1493.75,2908.05,607.91,13468.7
Retired,57,4,36267.22,1012.82,582.0,6852.17,1032.95,2543.13,2900.46,2003.23,1819.07,1469.97,1761.09,1221.99,958.33,607.95,9018.46
Salaried Employee,34,1,42622.1,1849.13,603.0,9259.44,7191.59,1200.1,3479.76,2824.5,2014.31,1083.47,1500.0,1834.09,852.9,562.42,6913.36
Retired,53,3,15135.28,520.59,612.0,5107.92,1421.88,1000.0,2000.0,1000.0,500.0,500.0,1500.0,1000.0,672.03,500.0,5000.0
Retired,54,3,52411.66,4015.34,679.0,6572.23,4117.97,3307.44,3529.8,3091.81,3553.52,1051.62,3581.7,4049.21,1901.07,970.51,9154.47
BusinessOwner,68,5,75073.48,1956.73,838.0,14276.82,8132.55,1688.37,6284.58,3137.03,2364.4,2753.89,3958.28,2332.04,2561.07,1860.7,14305.32
BusinessOwner,44,2,95000.41,6448.05,593.0,19427.7,11250.72,6871.65,7916.14,6013.38,3258.42,3124.24,4537.06,4743.56,2725.42,2108.6,19763.38
Salaried Employee,43,1,74249.54,5038.51,617.0,13013.96,7390.38,3429.33,6281.13,4383.61,3086.78,2640.19,2998.44,3655.15,858.93,1563.97,14825.11
Freelancer,31,1,69516.58,6019.61,645.0,17365.66,8869.52,1450.79,6034.62,5459.23,3839.06,1222.39,3021.8,2769.57,1443.17,1389.45,16460.02
Retired,37,1,18420.06,770.07,682.0,2413.19,3466.51,1079.1,2000.0,1000.0,500.0,500.0,1500.0,1000.0,1546.79,500.0,5000.0
Freelancer,34,0,69609.89,4472.19,671.0,13839.39,5346.42,3513.94,5363.78,2729.96,2651.48,1948.24,4017.05,2169.79,2219.25,737.85,8672.8
Freelancer,63,4,120184.98,11493.65,753.0,25000.0,11007.81,5927.35,9579.38,7705.55,5346.05,3465.26,6139.68,4393.03,3379.78,2437.65,15877.5
Salaried Employee,35,2,59186.67,2228.21,456.0,10654.77,7354.97,3950.52,4780.5,3828.42,2358.54,1467.59,3359.28,1000.0,2558.32,1422.13,10743.22
Retired,46,2,36560.47,705.59,459.0,3618.95,0.0,2575.47,2978.69,1386.88,1295.12,923.76,2181.86,1000.0,305.73,698.71,10654.86
Freelancer,27,1,23963.02,297.14,610.0,3935.29,2172.12,1496.03,2416.15,1000.0,1241.34,1143.71,1500.0,1000.0,561.15,500.0,5000.0
Unemployed,65,5,16374.74,1052.15,738.0,5333.83,0.0,1268.89,2000.0,2212.4,791.25,500.0,1500.0,1731.69,587.67,500.0,5000.0
Freelancer,44,1,68727.43,847.89,525.0,13071.7,6157.91,3332.01,6536.87,5254.93,3264.32,2950.47,3523.33,3243.87,1752.86,1349.55,11902.4
Freelancer,36,1,53400.36,2272.38,409.0,8987.2,4891.81,4445.51,5375.26,1214.06,2781.75,1843.93,2245.83,2764.79,1672.54,1573.73,9200.76
BusinessOwner,48,2,120592.23,7084.34,696.0,25000.0,11521.86,4550.42,9687.2,6868.96,4977.19,3596.6,6038.33,5294.75,3486.38,2781.66,25193.16
Unemployed,27,1,18451.09,990.89,669.0,3028.67,1016.72,1062.21,2000.0,2438.42,883.91,1006.95,1500.0,1000.0,0.0,656.87,5000.0
BusinessOwner,34,0,88636.5,5186.02,563.0,16706.98,7217.93,4496.85,7709.34,4937.34,3652.52,1933.18,5271.22,4714.0,2786.13,2000.05,19748.07
BusinessOwner,46,3,125272.98,6820.59,571.0,25000.0,15965.16,7076.93,9751.65,7123.89,5255.48,3425.84,5608.78,4522.31,2828.34,2118.41,20021.56
BusinessOwner,65,4,77852.04,5883.85,572.0,17111.91,10586.4,3048.75,5827.42,4444.91,3141.67,2275.02,4133.36,3199.42,2451.49,1755.94,26287.63
Salaried Employee,69,4,84005.53,2600.28,659.0,21564.53,6657.45,2456.6,6521.22,4143.61,3359.92,3202.95,4940.9,3957.87,3482.06,1793.01,17131.14
Salaried Employee,26,0,71735.1,2615.47,600.0,16001.49,9546.69,3743.58,5515.49,2940.29,3467.72,2128.8,3966.18,1812.44,1955.34,1616.63,12276.67
BusinessOwner,22,0,116934.67,4039.72,690.0,25000.0,11094.27,6127.96,9660.91,7858.12,5435.44,3733.07,6263.21,7154.66,2688.0,2486.48,31643.08
Unemployed,48,3,13898.12,925.67,422.0,2000.0,1583.59,2184.51,2000.0,1000.0,500.0,500.0,1500.0,1000.0,328.05,500.0,5000.0
Freelancer,63,3,73554.49,5002.29,581.0,12659.16,7260.54,2407.36,5345.5,4611.09,2947.19,2450.06,4326.89,3055.77,1624.25,2281.35,20826.64
Unemployed,43,1,11296.0,666.74,560.0,2383.86,139.98,1719.49,2000.0,1387.02,500.0,1177.5,1500.0,1457.34,755.04,500.0,5000.0
Unemployed,22,0,18397.0,1355.3,629.0,3893.74,3315.48,3287.26,2000.0,1000.0,580.39,1049.67,1500.0,1467.84,448.32,648.84,5000.0
Salaried Employee,39,2,82889.22,2191.52,607.0,14420.82,8477.75,3766.7,6951.91,4233.94,3516.83,2445.95,4141.29,3346.03,3683.51,1516.49,17411.08
Freelancer,65,4,98867.24,8240.04,714.0,19422.86,9171.9,3652.42,7515.86,6902.58,4289.41,3303.76,3862.78,4058.79,3780.11,2214.54,26155.59
Freelancer,34,1,55347.39,4453.52,501.0,11868.11,3577.85,2360.4,3938.66,3747.16,2157.83,1949.18,3382.69,1010.58,1553.27,1388.74,16332.37
Retired,44,1,29913.22,1935.76,654.0,6703.43,1650.93,1509.67,2139.74,1300.96,500.0,1150.69,2106.02,1000.0,1398.32,707.59,5000.0
Retired,49,2,38231.16,3273.96,695.0,8654.81,1361.05,2475.35,3178.43,3255.67,1046.72,1702.91,1694.88,1943.01,871.67,1265.4,10084.94
BusinessOwner,33,0,81454.47,1373.94,799.0,16872.82,8163.78,3481.33,7259.1,5852.5,3706.43,2995.87,3887.34,3613.29,2467.4,1363.81,10552.82
Salaried Employee,26,0,66565.13,2630.06,611.0,12299.01,4861.51,4883.45,4301.49,4209.15,1292.39,1933.37,3292.08,3639.54,1743.95,1185.14,9827.73
Salaried Employee,36,1,96457.05,3404.35,676.0,18263.61,9247.36,3708.32,7606.2,5067.29,4452.0,3214.65,4848.86,3761.88,3430.23,1992.86,15416.68
Unemployed,63,3,11657.28,751.07,506.0,2000.0,3220.88,1000.0,2000.0,1000.0,726.91,500.0,1500.0,1000.0,1352.81,500.0,5000.0
BusinessOwner,39,2,88335.23,2561.47,459.0,21236.6,10632.47,5523.47,6240.7,5529.22,4191.5,2188.52,4695.88,4378.79,3209.11,1820.53,17812.87
BusinessOwner,55,3,92264.32,6011.01,718.0,18479.76,9178.02,2338.59,7864.62,5384.98,3591.29,2633.18,4526.9,4839.44,3413.29,2231.01,17681.83
BusinessOwner,28,1,106432.7,8239.03,650.0,20836.83,10512.64,5117.51,8786.93,7137.13,3226.61,3154.84,5793.23,4975.9,3839.1,1930.15,22064.75
BusinessOwner,57,3,108546.13,6936.54,744.0,19851.64,13674.43,8544.99,8908.41,5288.95,4557.03,2425.59,5650.28,4210.94,3642.26,1828.75,24918.34
Salaried Employee,67,4,87003.59,4843.93,540.0,23272.03,9481.49,4338.14,7420.8,4024.8,4117.47,3040.27,4046.7,4315.65,1812.61,1832.51,20307.72
Salaried Employee,41,2,92366.47,2793.4,692.0,16326.64,8744.94,3497.56,7149.46,5686.69,4157.02,1387.33,5285.88,6437.79,3961.67,1824.18,23526.51
BusinessOwner,21,0,114195.97,3775.66,800.0,21981.5,9280.57,5652.4,8919.36,6458.52,4236.49,4783.29,5030.67,4659.96,4688.97,2446.78,33231.23
Unemployed,43,2,7907.61,593.01,684.0,2413.2,1381.57,1000.0,2000.0,1000.0,500.0,988.17,1500.0,1000.0,73.51,500.0,5000.0
Freelancer,27,1,31041.84,2035.94,672.0,7408.79,4348.17,1712.74,2360.06,1000.0,975.26,800.75,2035.55,1000.0,671.77,518.83,5399.59
Freelancer,30,0,75112.71,3697.02,651.0,16938.41,6563.79,4417.9,6376.58,4522.4,2594.87,2258.09,3394.1,3504.89,2682.07,1479.77,17326.76
Unemployed,32,1,6708.39,279.35,524.0,4956.89,1107.64,1000.0,2000.0,1000.0,746.03,500.0,1500.0,1000.0,586.82,500.0,5000.0
BusinessOwner,36,2,116351.58,1103.46,758.0,24282.63,11089.8,7505.13,8384.0,7503.88,4055.3,3195.97,6089.25,4789.59,3349.19,2235.54,19321.9
Salaried Employee,27,0,48789.99,1394.56,601.0,7645.94,4602.95,2684.61,2880.88,2982.52,1504.69,1560.01,2009.24,2255.87,588.68,914.86,12195.99
Freelancer,40,2,80727.86,7122.49,690.0,15631.68,4341.05,4763.19,6168.74,4737.59,2677.1,2349.84,4000.15,4457.21,2635.83,1493.48,15644.54
Retired,37,1,21732.37,530.07,525.0,4962.14,1840.56,1000.0,2266.64,2245.54,500.0,604.83,1500.0,1917.45,1037.98,691.65,5000.0
Retired,49,2,42656.87,2294.5,556.0,12667.83,5719.74,3419.23,3806.7,1509.44,1779.48,1370.44,1856.97,2397.94,1787.78,911.34,5353.86
Unemployed,37,1,10776.36,755.95,765.0,2000.0,130.53,1000.0,2000.0,1075.69,1011.81,500.0,1689.66,1000.0,567.8,892.55,5000.0
BusinessOwner,65,4,89304.54,2223.82,622.0,20266.06,9009.24,4742.78,6650.84,4021.35,3479.74,2698.92,4083.67,4309.02,2489.36,1834.3,22959.74
Freelancer,66,5,73296.46,3935.6,766.0,15019.12,6195.72,2731.72,6671.65,3727.1,2178.98,2280.62,4167.29,3496.27,2894.7,1300.67,18795.21
BusinessOwner,50,2,128589.55,8841.6,644.0,25000.0,13399.62,5432.55,9804.72,6745.25,5563.55,3922.11,6233.08,5348.34,3903.78,3372.99,26430.81
Freelancer,57,3,78217.29,3930.42,503.0,15439.47,7496.94,4599.07,6363.8,5318.59,3971.54,2238.6,3367.55,1744.51,2021.07,1688.43,23500.03
Unemployed,51,3,15635.7,1678.77,721.0,2000.0,154.71,1000.0,2000.0,1000.0,500.0,1038.0,1500.0,1000.0,342.61,609.75,5000.0
Unemployed,30,0,19882.2,330.6,603.0,5478.19,3987.05,1000.0,2000.0,1182.13,556.01,500.0,1500.0,1000.0,0.0,575.27,5000.0
Retired,64,3,23431.33,1667.71,706.0,5995.13,3736.53,1000.0,2543.8,1000.0,1195.08,816.6,1631.82,1000.0,575.37,655.53,5000.0
BusinessOwner,44,2,148690.56,6920.65,652.0,25000.0,13961.7,8133.48,11542.69,8681.68,6758.56,5109.37,8215.66,5945.29,4942.62,3134.51,26412.18
Retired,52,3,37618.51,2461.7,527.0,7497.09,4508.53,1251.89,2334.68,1646.34,1244.82,1088.87,3353.55,1000.0,1366.4,500.0,9126.28
BusinessOwner,57,4,85763.61,5045.14,663.0,15953.08,9382.48,4170.53,6871.09,5452.58,2764.32,2680.14,4413.44,5530.79,3637.37,1825.53,23859.27
Retired,60,4,25164.74,889.24,826.0,2000.0,3479.93,1273.26,2000.0,1000.0,1322.3,706.75,1500.0,1000.0,570.86,500.0,5000.0
Salaried Employee,27,1,66065.53,3605.85,689.0,14851.85,4065.17,1385.93,6973.93,5027.77,3042.16,2600.65,3529.71,3677.62,2323.09,1269.0,14740.05
Salaried Employee,30,1,79216.5,1017.3,645.0,16691.08,9431.56,2489.7,6675.57,3412.53,3171.73,2247.63,3827.72,1913.38,2931.41,1366.64,19989.8
Salaried Employee,41,2,76284.2,4734.58,736.0,13325.28,6773.87,4150.49,5898.07,3931.84,2772.3,2930.2,4277.19,2627.3,3928.53,1632.93,15299.59
Salaried Employee,43,1,96176.05,5382.32,667.0,18158.06,9080.86,4071.77,7166.03,7112.32,4344.23,2833.49,4160.22,3924.56,2986.62,2023.76,8255.37
Freelancer,60,4,49702.07,3119.96,667.0,9006.9,8927.03,3541.83,3036.02,2634.01,2252.1,1061.33,3669.27,1261.56,760.13,1138.39,10554.96
Salaried Employee,36,2,74071.86,5271.13,563.0,11848.4,7860.0,4670.4,5413.14,3392.41,2578.66,2561.84,4131.62,2625.11,2815.71,1567.63,17634.4
Unemployed,31,1,3775.41,216.53,669.0,2000.0,0.0,1000.0,2000.0,1000.0,500.0,500.0,1500.0,1000.0,1419.27,500.0,5000.0
Unemployed,65,4,15954.52,844.98,733.0,2000.0,0.0,2617.5,2000.0,1000.0,500.0,788.89,1500.0,1000.0,252.85,500.0,5000.0
Freelancer,51,2,88697.01,2871.89,583.0,16914.44,10954.35,4351.76,7656.61,4653.12,3890.83,1296.21,4842.89,5031.98,3249.67,2050.06,12614.95
Salaried Employee,34,1,68424.08,2446.54,764.0,12207.42,4824.59,4070.09,5588.47,3228.75,2605.85,2055.32,4009.38,3039.54,2912.83,1688.84,5000.0
Salaried Employee,35,2,46155.75,3403.28,643.0,5977.14,3110.42,1723.39,3530.88,4984.04,1628.37,1154.87,1671.67,2229.84,2096.62,579.08,11601.26
Salaried Employee,41,2,79908.32,6290.92,579.0,20026.85,7493.8,6447.79,6527.07,4593.26,3179.9,1865.62,4351.93,3628.06,2485.14,1138.89,15966.69
Retired,47,2,39187.87,1772.77,730.0,10342.66,6043.4,3943.03,2875.71,1000.0,1587.67,899.02,1500.0,2057.62,686.7,565.69,10968.05
BusinessOwner,39,1,109117.03,5556.25,627.0,20265.37,12071.56,5467.73,9588.54,7741.99,4812.15,2986.66,5411.18,4298.37,3216.62,2495.9,26500.83
Retired,52,3,48661.23,1552.67,711.0,10277.09,4629.37,2819.65,3798.3,3408.53,2241.99,1435.84,2989.09,1689.85,1780.86,1337.69,8870.43
BusinessOwner,29,0,62591.42,4597.66,627.0,13353.21,6721.58,4488.87,4964.14,3142.31,2425.45,1194.08,2853.81,2637.11,2513.5,974.41,12257.96
Salaried Employee,59,4,99074.79,6272.26,645.0,22197.13,9006.9,4806.6,6818.07,5197.99,4344.83,3130.38,4200.28,4888.43,3206.01,2073.69,22619.65
Salaried Employee,51,2,99129.34,8805.1,689.0,18188.66,10122.41,4299.84,7832.63,6486.54,4165.54,3656.99,5029.57,4866.16,2707.94,2532.92,24618.19
Retired,69,4,21922.11,711.01,673.0,6568.63,2302.22,1970.1,2172.01,1117.79,663.58,798.13,1500.0,1000.0,1046.43,563.04,5000.0
Retired,52,3,39719.8,1685.7,490.0,6848.15,5425.14,2064.43,2643.72,1000.0,1526.43,1596.09,2300.77,2203.07,1793.65,1220.85,10139.66
BusinessOwner,21,0,70429.91,3847.51,560.0,11414.26,8493.76,3704.49,5259.03,5655.59,2743.08,2660.18,3078.83,2661.53,2378.62,1708.22,13041.26
Unemployed,52,3,11702.71,736.45,724.0,3788.82,1911.24,1000.0,2000.0,1000.0,720.74,969.33,1500.0,1000.0,0.0,500.0,5000.0
BusinessOwner,52,3,120404.13,5500.86,639.0,25000.0,11496.89,4302.53,8894.0,8420.71,4632.65,4547.19,5009.71,4437.35,3485.14,2351.09,23690.66
Retired,60,3,33932.82,1104.2,608.0,11962.38,4506.02,1932.78,3243.53,3058.72,1162.11,768.38,1781.61,1212.0,1681.46,689.08,7134.69
Freelancer,32,0,25086.22,1696.53,541.0,2617.79,2370.67,2159.27,2000.0,1000.0,1987.83,500.0,1500.0,2076.51,0.0,532.96,5000.0
Freelancer,49,2,72009.62,4639.05,564.0,15799.76,5578.09,3374.67,5566.49,5147.13,3350.25,2552.02,3006.29,2954.32,695.06,1715.09,9589.08
Retired,52,3,25988.48,823.17,488.0,4378.09,1993.92,2735.85,2000.0,1038.15,659.24,1133.79,1500.0,1147.77,1835.31,642.38,5779.04
Freelancer,32,0,44586.88,3438.04,642.0,10484.09,4585.48,1525.43,3755.97,1181.85,2068.95,1725.44,2742.88,1000.0,1695.6,500.0,8011.47
Unemployed,45,3,15406.4,1130.89,602.0,2000.0,2905.96,1000.0,2462.45,1000.0,675.43,1406.83,1500.0,1000.0,886.9,500.0,5000.0
BusinessOwner,41,1,68020.97,3583.75,573.0,11078.65,6526.8,3333.82,5832.43,4399.37,2916.61,2046.31,3535.13,2527.79,1286.86,704.21,12380.86
BusinessOwner,58,4,136522.0,7043.44,645.0,25000.0,11838.4,6743.51,10489.62,7821.13,5529.55,4308.74,6962.76,4797.57,4611.93,2783.05,37684.17
Freelancer,21,0,60914.37,3720.72,679.0,12340.8,6176.55,3815.69,5440.96,3409.22,3031.4,1337.24,2443.55,2453.91,2020.11,1290.43,16025.84
BusinessOwner,57,3,59505.64,1949.76,817.0,10618.96,6120.75,2200.32,4602.11,4485.19,2553.04,2852.83,4003.57,2036.88,676.14,1275.08,8219.65
Retired,58,4,31461.74,1591.98,529.0,7610.46,3424.93,2941.18,3204.18,1972.9,1227.43,775.58,1500.0,1322.47,1940.85,500.0,5454.22
Salaried Employee,45,3,94232.26,655.13,743.0,20900.24,10803.03,6678.53,7941.92,4979.3,4290.39,2672.86,5039.67,3866.49,2938.05,2086.89,22851.34
Freelancer,65,4,61131.4,4128.15,728.0,13425.43,7641.52,3017.43,3418.94,4229.51,2561.9,1660.57,3441.18,1680.65,1556.68,1437.51,14066.14
BusinessOwner,69,5,108961.95,2045.23,588.0,25000.0,10004.88,6697.81,8214.92,6695.86,4419.22,2946.41,5378.3,4039.52,3004.27,1802.69,21566.52
Freelancer,34,1,69608.15,5573.41,666.0,14753.28,6036.6,2423.91,6040.84,2159.21,2941.34,1723.53,3783.81,2846.23,677.59,952.35,9962.32
Freelancer,53,3,88253.55,3829.99,613.0,15216.92,7265.06,5487.9,7136.11,5637.9,3483.34,2385.75,4535.59,4477.58,3062.94,1765.03,14638.88
Salaried Employee,61,3,88404.84,4045.99,665.0,20407.72,9888.71,5467.52,6560.51,5617.75,3540.81,1969.25,3711.42,3741.57,2835.45,2305.63,15396.73
Retired,63,3,33542.49,1256.01,771.0,5498.19,5527.48,2540.56,2366.6,2028.65,1048.35,613.62,1510.99,1000.0,870.42,1180.77,7173.05
Freelancer,68,5,112243.06,4965.55,698.0,24269.45,10751.68,5596.59,8026.33,7447.94,4114.14,4341.77,5305.88,4808.93,4262.23,2413.88,32010.19
BusinessOwner,59,3,172179.51,13493.82,691.0,25000.0,16855.81,5654.73,13730.17,9792.86,6387.9,5533.21,8378.1,8253.22,4196.68,3224.59,28522.57
Unemployed,30,1,14894.29,3.63,616.0,3892.23,3689.6,1000.0,2296.89,1162.86,500.0,909.78,1500.0,1329.14,29.09,563.94,5000.0
Freelancer,22,0,56377.39,4258.71,531.0,8283.16,6396.08,2192.95,4912.66,2129.08,1815.24,2279.93,3382.09,2693.12,1096.32,991.82,10969.39
Freelancer,25,1,45482.21,2581.59,633.0,7260.02,5202.57,1295.86,4733.79,3054.61,1732.16,2281.53,3075.11,2399.76,1169.31,679.39,11442.73
Salaried Employee,28,1,60461.64,1563.51,747.0,14737.82,4259.79,3145.33,5278.13,5190.15,2470.02,928.14,3512.08,3570.43,1861.08,566.04,7718.28
Freelancer,25,1,32471.11,925.22,528.0,6155.98,4265.2,1204.59,3111.43,1152.38,1163.2,500.0,2258.82,2159.35,1275.14,680.14,8854.28
Unemployed,28,0,11850.15,989.82,566.0,2529.18,0.0,1000.0,2000.0,1000.0,500.0,500.0,1500.0,1000.0,112.62,500.0,5000.0
BusinessOwner,58,4,160051.15,4975.97,660.0,25000.0,14304.09,6943.76,12992.72,9035.06,7189.34,4566.67,7684.43,7256.96,4187.39,3229.95,26133.79
Unemployed,50,2,15902.7,428.31,571.0,4573.19,1070.11,1000.0,2000.0,1058.16,1179.35,500.0,1500.0,1000.0,1657.29,500.0,5000.0
BusinessOwner,51,2,63431.82,4614.43,587.0,13243.96,5464.49,4293.09,5590.87,2955.48,2760.15,1679.47,3493.62,1335.46,3591.1,1319.58,14927.16
Retired,60,4,49940.26,2835.16,616.0,9570.71,4661.63,1835.99,4722.14,3333.41,2951.36,1607.86,2610.54,2123.29,1598.51,500.0,9560.63
BusinessOwner,69,5,90417.39,2824.77,541.0,17458.14,6880.27,4005.93,6993.41,6102.52,3128.01,2730.17,4482.26,3671.64,2182.78,2134.73,18855.22
Salaried Employee,31,0,66821.89,3630.6,572.0,15080.18,8120.41,2884.4,4984.97,4436.79,3616.69,1643.24,3988.67,2237.75,3037.47,1493.01,10354.68
Salaried Employee,27,0,70326.94,2073.59,706.0,15172.53,8724.22,3855.34,5695.58,2804.88,2330.47,1022.03,3718.82,3473.76,1097.08,1322.94,12943.34
Salaried Employee,27,0,87257.97,6284.01,545.0,16936.99,5804.78,4819.15,7396.39,6031.61,3609.69,2121.3,3943.57,2000.03,2383.4,1913.98,15328.69
Salaried Employee,69,5,140527.87,10009.44,522.0,25000.0,15520.47,3981.74,11641.27,9181.57,4984.2,3941.22,6685.94,5193.3,3728.55,2517.14,27398.77
Unemployed,47,2,15249.33,924.72,600.0,2791.8,309.14,1784.1,2000.0,1579.09,617.32,500.0,1500.0,1000.0,0.0,500.0,5000.0
Retired,39,2,31102.53,1780.1,709.0,4517.18,4395.72,2991.49,3444.01,2164.43,1437.18,500.0,2075.99,1000.0,737.06,860.48,5000.0
BusinessOwner,66,5,140573.19,11980.18,634.0,25000.0,13954.65,5978.47,10925.27,8610.54,5545.58,3971.79,7304.5,6818.71,3612.28,1883.18,47292.33
BusinessOwner,26,1,107703.73,5384.51,613.0,19583.26,10813.54,4412.89,8483.77,7288.14,4665.09,2665.62,6333.63,3220.79,3239.97,2019.91,14198.56
Salaried Employee,30,0,66793.32,1760.84,654.0,12813.84,6401.69,2889.41,4892.14,5546.41,2721.24,1940.89,4157.17,2201.06,2022.82,1329.07,13964.68
Salaried Employee,39,2,95867.8,5655.19,510.0,21641.01,11404.97,4037.39,9018.59,4989.64,3573.5,2339.49,5013.91,4561.1,2441.1,1858.47,10679.54
Freelancer,35,2,66623.61,6110.78,690.0,11714.53,4802.98,3555.11,5450.92,4859.92,2381.54,1574.26,2911.89,3181.78,1739.35,1769.6,6672.2
Unemployed,23,0,31603.21,938.77,681.0,6697.59,4072.08,1000.0,2102.77,1827.22,1669.59,500.0,1500.0,1000.0,786.5,500.0,6475.22
Unemployed,25,1,12663.14,541.61,617.0,2000.0,2918.31,1000.0,2000.0,1000.0,500.0,500.0,1500.0,1052.52,946.79,500.0,5000.0
BusinessOwner,41,2,111599.03,6509.45,730.0,21799.19,12234.41,7119.15,9312.49,5466.72,4921.66,2914.75,5956.56,4695.79,3244.07,1657.22,29358.91
Freelancer,45,2,83471.72,4083.6,560.0,13674.26,11834.22,3245.37,6583.87,4780.47,3950.22,2957.54,5086.91,5205.3,3081.44,2122.52,18361.89
Freelancer,22,0,46681.91,1416.98,740.0,8895.3,3874.77,3577.52,4154.86,2003.1,1032.92,1603.38,2542.82,2190.43,1810.53,859.75,8986.71
BusinessOwner,60,4,98855.19,7160.79,662.0,19383.63,11321.48,5298.1,7495.77,5560.23,4520.67,2930.73,5527.12,3841.21,3365.73,1845.58,15077.39
Unemployed,61,3,5893.99,568.19,623.0,2259.37,430.26,1000.0,2000.0,1000.0,1265.97,500.0,1500.0,1000.0,1148.31,500.0,5000.0
Freelancer,33,1,68590.29,3698.57,648.0,14164.62,8709.14,4064.84,4482.12,3756.29,2869.61,2247.97,3740.9,2148.22,1274.14,1562.68,16903.57
Freelancer,30,0,71684.05,2288.06,641.0,11940.03,7156.87,3466.54,5072.75,3976.15,3166.9,2495.87,3995.88,2206.75,1819.29,1537.89,9869.71
Retired,37,2,36018.54,685.1,748.0,9372.1,3020.04,1345.46,3785.3,2238.52,1959.24,1151.9,1500.0,2537.62,2314.87,1514.74,7272.08
Unemployed,31,0,18556.19,1023.55,564.0,4131.84,3814.73,1172.77,2305.21,1000.0,604.51,1358.54,1500.0,1000.0,376.56,507.3,5000.0
Freelancer,42,1,67105.99,4836.83,589.0,13817.98,5973.26,3829.93,5401.37,2869.94,2775.38,2243.0,3830.15,3136.44,42.59,1202.55,12261.43
Unemployed,31,1,13477.15,801.94,733.0,2677.06,0.0,1381.45,2000.0,1098.16,500.0,861.12,1500.0,1750.48,262.24,500.0,5000.0
BusinessOwner,32,1,63961.63,3195.01,602.0,11756.81,5620.89,4376.33,5036.89,3199.75,2627.78,1985.63,2599.82,1000.0,2013.31,1161.4,15452.28
Salaried Employee,44,2,75387.06,2880.88,722.0,15513.02,8467.26,4177.49,5909.26,5382.85,3264.54,2599.44,2554.29,4038.58,429.63,1057.19,14359.4
Freelancer,64,3,94380.31,2657.44,786.0,19827.24,11526.09,3343.38,7578.68,5843.03,4033.29,2433.02,4536.13,3819.53,3765.16,1899.57,17550.64
Retired,38,1,39736.24,2650.21,618.0,4453.46,4140.32,1513.17,3116.44,2869.58,2122.16,962.89,1951.02,1937.49,692.49,1029.77,10925.4
BusinessOwner,65,4,111578.62,7618.08,705.0,21238.2,13135.16,8521.98,8818.69,7823.27,4075.74,3522.04,5136.97,3800.42,3577.35,2047.56,27519.97
Unemployed,55,4,12052.5,230.03,558.0,2000.0,0.0,1327.12,2000.0,1000.0,500.0,532.62,1500.0,1000.0,203.39,500.0,5000.0
BusinessOwner,64,3,69751.23,5705.43,710.0,14462.59,6310.23,5856.85,5655.17,3725.48,3737.8,2346.34,3740.75,3181.13,1190.69,1849.81,8268.28
Freelancer,27,0,53005.23,3258.84,666.0,12987.67,4867.66,4045.7,4596.66,3877.68,2045.04,2140.35,2985.6,4027.89,840.8,632.16,11512.74
Unemployed,48,3,17053.26,1330.02,688.0,2000.0,1533.49,1094.47,2000.0,1430.81,782.15,500.0,1500.0,1484.78,0.0,500.0,5000.0
Salaried Employee,51,2,91659.98,2122.61,598.0,17336.07,9292.14,4884.41,7526.89,5349.73,3632.89,2262.57,3925.86,4678.82,3509.77,1487.33,5708.03
BusinessOwner,63,3,136347.14,3092.83,517.0,25000.0,14671.08,6780.78,10422.64,9293.99,5043.04,4205.2,6665.05,5300.28,3987.14,2264.81,28986.51
Freelancer,37,2,64998.87,3056.29,690.0,11396.72,5832.68,1512.14,4523.48,3730.14,3411.72,1587.78,3536.03,2119.79,1584.66,1415.85,11645.55
Salaried Employee,25,0,28553.68,1714.81,485.0,5016.36,3063.91,1445.73,2358.68,1739.44,878.3,2545.49,1672.3,1000.0,202.38,500.0,5395.43
Unemployed,37,2,7167.28,615.86,625.0,2975.06,649.04,1569.04,2000.0,1000.0,500.0,500.0,1500.0,1000.0,1052.32,500.0,5000.0
